label,review,split
1,internship,train
0,cannot beat commute,train
1,great product damaging culture,train
1,front house concierge,train
0,company changed,train
1,could good depending looking,train
1,worked 12 year barring issue upper echelon engineer tend great,train
0,data center engineering operative,train
0,wolf get eaten,train
0,awful place work look good resume,train
1,glad back,train
1,great workplace excellent colleague great challenge,train
1,super,train
1,specialist,train
1,great company great work,train
1,specialist,train
0,director,train
1,great company work,train
1,lead tech,train
1,genius,train
0,great company 2009 hill,train
0,smile box face entry level employee fulfillment warehouse americanized sweat shop,train
0,ok,train
0,worse job ever,train
0,like drinking fire hose,train
1,laid back social attitude,train
1,great place work,train
0,education supervisor,train
0,good place work,train
1,manager,train
1,great company,train
1,fulfillment,train
0,good fresher tech job worth otherwise,train
1,fun low pay,train
0,work life balance,train
1,great place start career,train
1,great overall depending geo,train
0,great resume place desire stay long term,train
0,working amazon great right fit,train
0,favoritism run rampant,train
1,great company,train
0,behemoth lot learn,train
1,nice place work,train
0,bother,train
1,regional operation manager,train
0,worst employer ever,train
0,rsp,train
1,love store challenge must face everyday,train
1,great environment learn thrive apple retail typical retail job people recognize,train
0,bad experience,train
0,politics team,train
1,data scientist,train
0,amazon suck,train
1,work software development task meet amazon business need,train
1,smart colleague change constant,train
0,glad longer work,train
1,fun stressful work environment,train
1,specialist apple store,train
0,would recommend college hire please stay away,train
0,dock worker,train
1,recruiter,train
0,exciting used,train
0,amazon associiate,train
0,zero employee obsession,train
0,disappointing,train
0,aaa,train
0,amazon care employee,train
0,cloud sale azure,train
1,inbound product management office suite sharepoint etc,train
1,worse corporate gig sure,train
0,great benefit letdown year pas,train
0,first month great downhill,train
1,hard work rewarding,train
1,great place work focused,train
0,grew individual however many horror,train
1,content test specialist,train
0,work home customer service seasonal,train
0,great benefit terrible management,train
1,challenging work good compensation work culture confrontational team work valued,train
0,software engineer,train
1,part time fulfillment,train
1,good company much red tape,train
0,outbound,train
1,review,train
0,absolutely toxic working environment,train
1,still great place work slowly maturing,train
0,underemployed,train
1,software engineer 2,train
0,stressful,train
0,worst company worked,train
1,messed sleep cycle,train
1,full adventure,train
1,mieux que la moyenne,train
0,want robot job,train
0,hated jackonvillefl airport,train
0,workaholic life,train
0,amazon,train
0,lot operational load lifebalance,train
0,retail,train
0,fulltime associate smf1 sacramento,train
1,great,train
1,microsoft,train
0,picker,train
0,treated poorly like child,train
1,support engineer,train
0,grow,train
0,sale specialist,train
0,career,train
1,great company,train
1,chabros serbia,train
0,staffing coordinator,train
0,specialist,train
1,amazon great buy sell product world,train
0,global relation,train
0,proscons,train
1,amazon,train
0,great pay bad culture,train
0,toxic,train
0,diverse company,train
0,good fit,train
0,terrible unless mindlessly devout apple product,train
1,marketing manager,train
1,good use nokia asset bought well,train
1,great learning experience,train
1,manager,train
1,family tech savvy people easily talk technology,train
0,creative,train
0,amazing benefit leave,train
0,engineer place joke,train
0,reconsider joining company,train
0,great retail job great career,train
0,worst company ever,train
1,place grow speak challenge,train
0,extremely disappointing disheartening,train
1,bin con,train
1,college hire,train
0,year ago use great place work much,train
1,best place work,train
0,scope impactamazingreview systemaweful,train
1,many opportunity also chaotic,train
1,great experience,train
1,sortation,train
0,terrible organization,train
0,sinking ship,train
0,awful,train
1,specialist,train
0,poor worklife balance,train
1,good place learn,train
1,software engineer,train
0,sucked,train
0,lip service opportunity woman disabled minority,train
0,software engineer,train
1,great place,train
0,worst job ever,train
1,usual depends manager,train
0,experience challenging regional management support unwilling support,train
0,worked,train
1,work apple store specialist love,train
1,huge company arrogant management,train
1,great place work,train
0,suck,train
0,going fasst,train
1,company build dream,train
1,good experience,train
0,amazon deserve success,train
0,hope know,train
0,working amazon web service,train
0,teamwork amazon,train
1,high impact highly hierarchical,train
0,someone worked amazon 5 year,train
1,useful socially business wise,train
0,good benefit terrible management,train
0,horrible microsoft retail store experience,train
1,good friendly environment campusapart also learnt many new thing working,train
1,change may new norm reality yet,train
1,good job opportunity,train
0,good place start career,train
0,horrible cultlike place work,train
0,evaluation,train
0,fc full time associate,train
1,nice,train
1,driver,train
1,associate,train
0,suck,train
0,ok last resort job,train
1,working microsoft better past job,train
1,best time worst time,train
1,get work smart people politics stifling,train
0,lack vision dinosaur old industry,train
1,technical support,train
0,disappointing,train
1,facility tech,train
0,warehouse fullfillment,train
1,business administrator,train
0,job drive insaneliterally,train
1,great place work,train
1,executive assistant,train
1,enjoy working lot people,train
0,multi drop driver,train
1,sale development specialist,train
1,really great work environment,train
1,product design engineer,train
1,great company select right product team,train
0,flex hour,train
1,like job,train
1,chaotic oppressive,train
1,software development engineer ii,train
1,highly competitive,train
0,picking,train
0,good company,train
0,lot backstabbing,train
0,sweat shop,train
1,good place work,train
0,meh job,train
0,rating,train
0,straight outta college,train
0,customer service represenative,train
1,best parttime job college forever,train
0,resume builder,train
1,long term career,train
1,high turnover,train
1,imagined,train
1,operation program manager,train
0,phone getting heavier,train
1,senior director,train
1,production engineer,train
1,team lead,train
0,mr john doe,train
1,supportive cohesive great experience,train
0,political lack diversity,train
0,recipe burnout,train
0,salary good compare work,train
0,consultant,train
1,keep good work,train
1,seasonal worker,train
0,worked long time 15 year,train
0,bing microsoft,train
0,bad experience teamdependent,train
0,amazon,train
1,great journey working microsoft,train
1,best job ever,train
0,real apple,train
1,review,train
0,political place place decent folk would thrive,train
0,pay well good benefit,train
0,nyt right run fast,train
0,microsoft became non american company,train
0,creative,train
0,degreeexperienceambition avoid kennewick wa call center,train
0,fraud analyst,train
1,interesting rewarding work expect lot hobby,train
0,i rep,train
0,data analyst,train
1,operation specialist,train
1,awesome place work,train
0,stable time rock road others,train
0,entreprise formatrice mais au management inexistant,train
0,ok ok company,train
0,employee friendly process driven,train
1,apple solution consultant,train
1,pod lead,train
0,apple retail becoming like real job,train
0,sde,train
1,senior advisor,train
1,work work work,train
0,moyen,train
1,good,train
1,company care employee,train
1,sde1,train
1,software engineer intern,train
1,great company work learn,train
0,fulfillment associate,train
0,lot learning also lot politics,train
0,sde ii,train
1,great company could use work recently,train
1,great people culture company changing,train
1,great work culture,train
1,great company,train
0,inside amazon,train
0,sde,train
0,wouldnt recommend,train
1,people centric company,train
1,great place work want make difference,train
1,two edged sword self growth brand name,train
1,well,train
1,great work experience,train
0,speak softly vigorously search another job avoid ont8,train
0,zero worklife balance work load bad management systematic,train
1,great company,train
1,number one reason,train
1,area manager,train
1,pretty good,train
1,excellent company extremely smart helpful people,train
0,slavery unreasonable gauge performance,train
1,great place work people around technically sound full positive attitude,train
0,amazon stepping stone,train
0,great experience poor work environment,train
1,business administrator,train
1,internally competitive dog eat dog,train
0,career limiting move join microsoft india gtsc,train
0,horrible,train
1,good job alot hour,train
0,blind leadership,train
0,fantastic,train
0,run fast,train
1,brilliant company brilliant people,train
1,fantastic company,train
1,redzone specialist,train
0,machine learning,train
1,work hard fun make history,train
1,stow,train
0,besides b job,train
0,microsoft,train
1,full time associate,train
1,really enjoy working amazon,train
0,place work care personal life,train
1,great place work,train
1,wonderful work environment collaborative atmosphere,train
1,program management,train
1,never worked company cared much employee health wellbeing happines,train
1,genius,train
1,amazing work environment,train
0,favoritism politics,train
0,expected giant,train
0,story robot mkc6,train
0,amazon fulfillment centre,train
1,good company work like working cooperate,train
0,seller support,train
1,love,train
0,great place learn move,train
0,sweatshop,train
1,tech company,train
1,intern,train
0,love hate much,train
0,exactly perfect would believe,train
0,return center,train
1,overworked underpaid unappreciated,train
0,customer service,train
0,trainer,train
0,great place learn career growth benefit,train
0,best retail existence still retail,train
0,transaction risk management service,train
1,good new comer,train
0,company losing focus,train
0,work life balance,train
1,good review,train
0,pop truck driver,train
1,program manager,train
1,technical program manager,train
1,decent place work,train
0,sort team,train
0,athome applecare good sound,train
0,department buyin amazon culture,train
1,great ever since satya nadella took command,train
0,great benefit job unsatisfying,train
0,okay,train
1,best retail job ever,train
0,full politics peculiar culture refers,train
0,program manager,train
0,software engineer,train
1,recruiter,train
0,great learn easy burn,train
0,fake managing,train
0,company joined six year ago,train
0,con outweigh pro landslide,train
1,agile coach,train
1,great company,train
1,great place work,train
1,happy amazonian,train
1,cannot imagine better workplace,train
1,top notch,train
1,support engineer 2,train
1,enterprise strategy architect called digital advisor,train
0,amazon longer teenager oh level approval top heavy management,train
1,ok,train
0,netflix working hbotime warner everyone trying pretend work google,train
0,lot micromanaging,train
1,qa engineer,train
1,thought,train
0,senior software engineering,train
0,area manager insight,train
1,happy,train
1,tough environment process fear,train
1,company continus change process,train
0,specialist,train
0,fulfillment worker,train
0,overworked rushed,train
0,manager operation role,train
1,sort center worker,train
0,csa,train
1,amazing opportunity make,train
1,pm title,train
0,great job bad company,train
1,like,train
0,senior program manager,train
0,software engineer,train
1,dream job,train
1,great place work,train
0,politics best,train
1,unlike place,train
0,use magnifying glass prove something obvious,train
1,passionate people striving big thing,train
1,specialist,train
0,bad experience,train
1,decent entry level work,train
1,decent place work second job,train
1,risk investigator review,train
1,amazing place filled opportunity,train
1,great scope,train
1,lifetime,train
0,singled torn,train
1,senior program manager,train
0,mehr schein al sein schade,train
0,good luck wise decision,train
1,provides family,train
0,great company benefit emphasis employee,train
1,algorithm engineering,train
0,area manager,train
1,microsoft,train
1,work life amazon,train
0,worked paid,train
0,prefer specify role,train
0,fulfillment associate,train
0,apple fr,train
0,trying catch,train
1,positive experience,train
1,team lead,train
1,rollarcoaster,train
0,meh,train
0,work shipping receiving associate dat1 smyrna,train
1,working hard fun,train
0,vision done,train
0,think different,train
1,large corp,train
0,amazon worth name personally almost caused ptsd,train
0,sale specialist,train
0,fba team unprofessional unethical horrible place work high staff turn due management,train
1,great company high stress,train
1,awesome perk awesome challenge,train
1,software engineering intern,train
0,anonmous,train
1,great place grow meet amazing mentor,train
0,another retail job,train
1,open office breed introvert,train
0,great flexibility,train
0,get together,train
1,suck rumor,train
1,game artist,train
1,great company poor management,train
1,great place learn terrible worklife balance,train
0,toxic political environment,train
1,great company different orgs different experience,train
0,great benefit treated terrible,train
1,matrixed pay well,train
1,google review,train
0,epic fail,train
0,good employee,train
1,great work environment,train
0,warehouse assistant picker,train
1,great campus benefit frustrating corporate culture,train
0,poor emphasis employee development,train
0,average,train
0,amazon,train
1,good,train
0,hardwork get fired wrong grow customer service,train
0,horrible,train
1,great place work,train
1,amazon fulfillment,train
0,google map gi surveyor,train
0,certain type people might succeed,train
0,worth anymore,train
0,unfair company value people work,train
1,software engineer,train
1,work hard rewarded,train
0,microsofts slippery slope,train
1,good program lot opportunity,train
1,place like,train
0,cheap company,train
0,inside sale dublin,train
1,great people poor management appalling review process,train
0,want well expect sweatshop experience sweatshop reward,train
0,suck,train
1,awesome workplace,train
1,microsoft product advisor review,train
1,satisfied,train
1,former employee,train
0,rf engineer,train
0,smart people poor leadership cowboy culture exalts individual collective,train
0,beware,train
0,company treat resource person,train
1,creative shop strategist love job,train
1,customer support associate,train
1,software engineer,train
0,getting worse,train
1,time apple far,train
1,customer manager,train
1,great work place culture,train
0,mask design,train
1,apple retain,train
0,warehouse associate,train
0,broken promise,train
1,great company,train
0,amazontemp,train
0,good pay long hour mind numbing,train
0,wtf even,train
1,program manager,train
0,great company becomes cutthroat day,train
0,quit first day training,train
1,inspiring great work environment,train
1,good bad,train
0,manager,train
1,good,train
1,best retail still retail fair oak mall,train
0,pas,train
1,making big difference globally,train
1,great company,train
1,senior manager,train
0,everyone high stress company growing pain,train
1,fast paced intense environment,train
1,exhilarating career experience,train
1,software developer,train
1,great company work luck run,train
1,good company,train
1,great company,train
1,great company great people,train
0,mixed,train
0,busy hard working demanding,train
0,kind like farming,train
1,work top talent field,train
0,bad personal life,train
0,mixed feeling company,train
0,ipm,train
1,frustrating bureaucratic impersonal,train
1,manager make break career,train
0,started great became miserable environment,train
0,nice,train
1,fine company sad end mobile division,train
1,support engineer,train
1,amazon sdm point view,train
1,review microsoft,train
1,microsoft,train
0,good,train
1,great people great team,train
0,ok place work,train
1,absolutely best experience could hope amazing team,train
0,used decent downward spiral seems consistent,train
1,technical recruiter,train
0,talented workplace life,train
1,apple retail manager,train
1,great place work,train
1,great place,train
0,aha home advisor,train
1,great place work,train
0,erc costa rica,train
0,misogyny abounds,train
0,good work experience amazon warehouse,train
1,quality analyst,train
1,great company great benefit still retail job,train
0,competitive stackranking limited career growth outside redmond,train
1,ok,train
0,work came startup environment,train
1,service specialist,train
0,excellent employer politics eating m like termite,train
0,ugh,train
1,good place build career,train
0,cna,train
0,awful,train
1,google course great,train
1,intern,train
1,customer service associate,train
0,best dead end job world,train
0,learning trainer,train
0,work life balance,train
0,best,train
0,pretty good fell cliff,train
0,anonymous,train
1,super experience,train
0,love machine much treat like one,train
1,ok place work,train
0,go,train
1,cloud support associate,train
1,senior manager,train
1,product design engineer,train
0,process assistant,train
1,culture,train
0,worst place,train
1,review,train
1,senior account executive,train
1,prime fulfillment associate,train
0,work amazon,train
1,senior product marketing manager,train
1,nice,train
1,microsoft creates truly amazing product,train
0,environmental condition,train
1,good,train
1,alot work working youll lose weight stay busy,train
0,prime plantation,train
1,best customer service company globe,train
0,jerk succeed,train
1,great work fine location,train
1,good culture,train
1,good place work want focus family,train
0,advanceas long bos like,train
0,working environment amazon,train
0,worked amzl tight nit group young manager important market well within company,train
0,mistake lifetime total career suicide hillsboro,train
1,sde,train
0,work work work,train
1,great people great management,train
0,amazon fulfillment eh,train
0,amazon heaven hell,train
1,lead level 3,train
1,tier,train
0,lot promise ultimately frustrating internal politics,train
1,great place work enough pay,train
1,great company,train
1,brain explode boredom,train
1,durchschnittliches unternehmen,train
1,love job,train
1,great upper management,train
1,area manager,train
1,field transportation lead,train
0,translation associate,train
1,great company however pocket company group bad,train
1,specialist,train
0,disorganized micromanaging respect staff,train
0,work,train
1,onboarding,train
0,tsp worst role inside sale dublin,train
1,na,train
1,survived,train
1,lose weight aka heart condition,train
1,first job love,train
1,sale associate,train
0,lot shiny surface little depth,train
0,fulfillment associate warehouse worker level1,train
1,web development engineerii,train
0,repackager former employee,train
1,sr recruiter,train
1,full time fulfillment associate,train
1,apple boh specialist,train
0,fresh,train
1,fun friendly fast paced work environment,train
1,hrbp,train
1,program manager,train
0,amazon area manager,train
0,global operation specialist,train
0,nice lasted everything cut,train
0,senior consultantmicrosoft consulting service,train
0,avoid better option get exp much leave toxic place,train
0,good place junior level engineer,train
0,world condescended inferior,train
1,first company experience valuable experience,train
0,everyone,train
1,huge impact brilliant coworkers,train
1,application development center,train
0,fulfillment asscoiate,train
0,quality assurance,train
0,look elsewhere good time msft really,train
0,went great place work absolutely boring place work,train
1,good,train
1,fulfillment center associate,train
0,great place work,train
1,inventory control sorter packer,train
0,assist steve job,train
1,great lasting experience,train
1,program manager,train
1,wonderful place work,train
0,con outweigh pro healthy job satisfaction,train
0,terrible company,train
1,work life balance great,train
0,worst place,train
1,nice place work,train
0,highly physical impossible standard unsafe treated like criminal,train
0,care employee,train
1,back house specialist,train
0,hit miss depends group manager,train
0,work,train
1,good money workaholic,train
1,group super smart people,train
1,engineer infra team menlo park ca,train
0,software engineer,train
0,amazon care,train
0,medium skilled startup,train
0,good pay unyielding stress,train
1,intern,train
1,great company work,train
0,grunt work like sweat shop,train
1,challenging fast paced environment,train
0,manageement,train
1,warehouse operator,train
1,look good beginning shocking terrible culture,train
1,tough get great place,train
0,okay great payed bill,train
0,toxic negative environment far internally focused lost sight customer,train
1,great place,train
0,currant employee3 year,train
0,terrible humilating diversity candidate,train
1,sde ii,train
0,great company serious management issue,train
0,marketplace account manager,train
0,good place work,train
0,good place start career,train
1,great workplace work life balance benefit,train
0,would recommended,train
0,account manager,train
0,okay,train
1,good place work,train
1,long haul,train
0,research,train
1,solid place work,train
0,company great brookstreet,train
1,poor middle management leadership,train
0,amazon eh,train
0,think reality,train
0,hr manager,train
0,post employment review microsoft,train
0,easy work strong mind needed,train
1,awesome,train
1,nice college job,train
1,aha apple,train
0,customer service associate,train
0,dublin sog job,train
0,fantastic,train
0,scanner,train
0,want work amazon,train
0,specialist,train
1,become tcsa,train
0,amazon warehouse associate,train
0,occasional feeling accomplishment drowned politics reorgs lack strategic vision,train
0,digital marketing manager,train
0,executive business administrator,train
0,high attrition rate irish office,train
1,packer,train
0,guru,train
0,aws sydney,train
1,great place work,train
1,great enviroment,train
0,career microsoft,train
0,highly political cut throat people least one recognized model employee,train
0,good place work,train
0,good place young people join,train
1,intern,train
1,exciting challenging environment,train
1,good wide variety team,train
0,tough job rewarding,train
1,good pay benefit highly unorganized,train
0,decent year,train
0,area manager,train
0,customer service representative,train
0,hr manager,train
1,great technology internal tool,train
0,bad overall cannot fixed,train
1,great benifits work tail,train
0,overworked valued,train
0,job,train
1,find healthy team could really great,train
0,good place work,train
0,fall role worst,train
1,amazing ride many opportunity make massive impact world computing,train
0,program manager customer experience,train
0,data centre operation engineer,train
1,amazon driving stone constantly challenging improve work towards expectation team,train
0,software development engineer,train
1,software engineer,train
1,review apple,train
1,amazon chennai,train
0,retail unfortunately going downhill fast,train
0,wk2015,train
0,worst company ever worked,train
0,picker,train
0,outdated model misapplied statistical data customer service agent work home,train
1,micromanagement plus limit use skill,train
0,one incisive yet ambiguous learning experience human nature hitech,train
0,athome chat advisor,train
0,great place work,train
0,avoid possible detention camp,train
0,partner account executive,train
0,multiple,train
1,total company makeover,train
0,business analyst ii,train
0,amazon fullfillment,train
0,could much better,train
0,big,train
0,run away,train
1,sharepoint good team,train
0,consumer marketing,train
0,say,train
0,real operation manager,train
1,senior control engineer,train
0,retail tech,train
0,work ethic,train
1,amazon reward hard work leadership,train
0,great place learn culture recognition,train
0,good place much work,train
0,employee customer jeff,train
1,partner account manager,train
0,kindle,train
0,company decade ago,train
0,punishing anything easy,train
1,developer,train
0,account executive,train
0,used,train
0,lie,train
1,best company work love technology,train
0,prepared micromanagement,train
1,sde,train
1,great company highly technical group,train
0,rotten core,train
0,job make stressed depressed,train
1,transaction risk investigator,train
1,interesting,train
1,remarkable company corporate structure sucked,train
1,best employer,train
1,bad,train
1,best company work,train
0,good place work anymore,train
1,harsh culture,train
1,great intense place work,train
0,amazon,train
1,apple retail,train
1,sehr motivierte kollegen guter arbeitgeber,train
1,marketing experience,train
1,love,train
0,company good track however consulting service business unethical,train
1,embedded engineering,train
0,fantastic opportunity want play politics get ahead great fit,train
1,act acted upon,train
1,good,train
1,great company,train
1,love everyone,train
0,worst culture ever,train
1,decent employer blessing large employer like amazon area,train
0,bully,train
1,stower,train
1,breed mediocrity,train
0,manager get grip,train
0,business sale,train
0,slave work,train
1,would ever expect,train
1,amazing work life balance microsoft value employee greatest asset,train
0,home advisor,train
1,fun fast paced working environment,train
1,noice,train
0,tough business,train
1,great place work,train
0,depends org might ok might bad,train
1,expert,train
0,apply work,train
1,amazing,train
0,genius,train
0,apple review,train
0,technical supervisor,train
0,look elsewhere,train
1,data associate,train
1,sfm,train
1,m hr service center,train
1,tow motor driver,train
1,recruiting coordinator seattle,train
0,watch agency,train
1,really enjoy working,train
1,great awesome place work,train
0,job,train
0,normal people,train
1,great place work,train
1,strong root looking change world,train
1,producer,train
0,retail,train
0,job security poor management,train
0,bad good,train
0,prepared,train
0,sourcing manager,train
1,awesome,train
0,hype,train
1,senior product manager,train
1,time offen coaching,train
0,overall learning experience,train
1,recruiter,train
1,nice place,train
1,moving professional personal life next level,train
1,amazing company getting better better,train
1,apple,train
1,sde intern,train
0,amazon smart home service,train
0,poor ethic,train
0,aha home advisor,train
1,program manager ii,train
0,good college student,train
1,best place work,train
1,sale manager shanghai china,train
0,recommend segcsm,train
0,salary,train
1,know know,train
1,good,train
0,icqa,train
1,data engineer,train
0,exciting business fast moving environment,train
1,cloud support engineer,train
0,management fear intimidation,train
1,sr data analyst,train
0,software engineer,train
1,amazing colleague great employer,train
1,tremendous benefit lack focus,train
0,family room specialist,train
1,great,train
1,engineer review google company,train
1,2nd job college great experience,train
1,review,train
0,fun exciting place work early day bureaucratic inefficent bloated company,train
1,innovative company ownership king,train
0,fc associate,train
1,great pay high expectation,train
0,expected,train
0,cutthroat culture,train
1,technical advisor,train
0,picker,train
1,senior product marketing manager,train
0,room improvement,train
0,enjoy working position bad others,train
1,pretty fun weird blur,train
1,great place work big corporate,train
0,crappie,train
0,real story fulfilment job,train
1,amazon review,train
1,warehouse,train
0,performance manager,train
0,delivering stress daily,train
0,slam operator,train
1,company smooth career,train
1,apple review,train
0,total chaos unexperienced management,train
0,fulfillment associate,train
0,full time good 20 somthing job offer many opportunity,train
0,associate,train
0,business analyst,train
1,review,train
0,work,train
1,alright could better,train
0,early microsoft great place company changed worse,train
1,awesome,train
1,actually enjoy work,train
0,lot politics worklife balance lot opportunity,train
1,director tech civic enablement,train
1,inbound stower,train
0,opposite apple aimed,train
0,amazon driver 2500 package delivered,train
0,dse,train
0,good place work,train
0,overworked underpaid,train
0,sr sourcing manager,train
1,great place work,train
0,worth,train
0,great perk,train
1,good oportunities,train
1,sde1,train
0,welcome meat grinder join eye open,train
1,business group lead,train
0,sde,train
1,manager,train
1,benefit,train
0,poor sale environment,train
1,great place work,train
1,customer obsession innnovation,train
1,great benefit nice culture awesome team,train
1,depends group,train
0,could easily better,train
1,pro con,train
1,brilliant hard cut throat great place learn,train
1,risk analyst,train
1,senior software engineer,train
1,account executive,train
1,smartest kindest people,train
0,genius,train
0,joined high hope could keep spirit long,train
0,sde2,train
0,aivappstore tech support,train
1,good environment,train
0,bad could better,train
1,ok warehouse opportunity,train
0,big company,train
1,great employer good learning experience till date,train
1,great company lot room move heavy politics,train
0,definitely fresh college crowd,train
1,old microsoft anymore,train
0,average length employment 1 year,train
0,get back way let sell,train
0,company performing trying culture still horrible,train
1,brilliant company getting bit bottom heavy political,train
1,pro con working home apple,train
1,great company work,train
0,operation coordinator,train
0,great place work,train
1,amazing work environment,train
0,political stagnant environment innovation welcomed,train
1,best company work especially student,train
0,workfromhome think,train
1,receiver inbound,train
1,awesome learning exposure,train
1,adwords analyst,train
1,woking apple,train
1,great company work,train
1,important know political landscape,train
1,microsoft average company,train
0,corrupt management bna2,train
0,ask stylist app,train
0,meh,train
0,pay bill career,train
0,bad company never come,train
1,applied scientist,train
0,totally dissatisfied career,train
0,run hou1 never look back,train
1,good,train
1,marketing director,train
1,medium planner,train
1,amazon warehouse sorter,train
0,horrible old style management politics,train
0,business expert,train
0,ok nothing personal life go wrong bad working mother,train
1,interesting journey,train
1,good great company,train
0,senior human resource assistant,train
0,take time look team project suit,train
0,recruiting coordinator,train
0,huge mistake worth 0 starsstay away,train
0,poor people treatment,train
1,great potential improve greater likelihood implode,train
1,empowered make decision excited future inspired people work,train
0,amazon costa rica longer good place work,train
1,amazon,train
0,burnout high,train
1,great entrepreneurial culture,train
1,great company small scope,train
1,great place great people,train
0,past prime,train
0,warehouse associate rsr department,train
0,gun head,train
0,disgruntled,train
1,flexibility opportunity,train
0,growing dissatisfaction highly political lack intracompany career management,train
1,excellent place work,train
1,sr catalog associate,train
1,decent,train
0,amazon,train
1,successful based upon managing top software vendor retail vendor world,train
0,depressing,train
0,fast growing need culture building,train
1,fantastic company work signing job name,train
1,great company,train
0,warehouse associate,train
1,company review,train
0,warehouse associate,train
0,program manager,train
0,ok place work make work long hour,train
0,medical insurance cover riddled ageism,train
1,great company enter,train
1,good cleaning,train
0,definition sociopathic leader,train
1,process sop build based creative mind,train
0,sr product manager,train
1,organization dependent,train
1,demanding rewarding,train
0,great like boring,train
0,provide necessary tool,train
1,pretty good,train
0,bad management incorrect stats,train
1,specialist,train
0,run fast run hard never look back,train
1,senior rf design engineer,train
0,fastpaced everchanging figure go along job,train
1,associate,train
0,management circus sideshow,train
1,great company great direction,train
1,operation manager iii,train
0,lead,train
0,culture fear,train
0,best place right,train
0,amazon fulfillment center horrible pace work,train
1,different different team,train
1,smart people long hour,train
1,fulfillment center associate,train
1,truth amazon,train
0,stu management walked straight bbcs,train
0,managment team sdf1,train
0,c,train
1,great benefit life sucker,train
0,receiver,train
1,crucible experience regret,train
1,great company gone bit corporate,train
0,area manager review,train
0,amazon fulfillment associate,train
1,staff software engineer,train
1,ux designer,train
1,get better,train
0,fast paced constantly changing production goal cold winter extremely hot summer,train
0,trainer,train
0,google enterprise,train
0,ok live hype,train
1,best large tech company,train
0,smart people growth,train
1,operation manager,train
0,program manager,train
1,good company avoid bing ad,train
1,switzerland microsoft good match,train
0,support engineer,train
0,waste career,train
0,another large bureaucratic organization,train
0,work,train
1,goiod,train
1,inbound,train
1,aws solution architect,train
1,awesome company work part time,train
0,bad place work,train
1,best possible,train
1,go google,train
1,best coolest company ever worked,train
1,hard worth,train
0,culture,train
0,fulfillment center employee,train
1,company getting larger bloated still great core,train
0,warehouse packer problem solver,train
1,great place work minor gripe,train
1,great company great product,train
0,person,train
0,stower,train
0,software development engineer,train
0,burnout factory,train
1,swiss high tech,train
1,good company start prof carrier,train
0,broken management structure,train
0,small med bus online sale,train
1,great paper miserable reality,train
0,stay far away sdes,train
1,great parttime job,train
0,microsoft lca,train
0,program manager,train
1,inspiring motivating environment,train
1,home advisor,train
1,great place start career,train
1,swe intern,train
0,pay bill,train
1,aha achieve greatness,train
0,best place work,train
1,good worklife balance opportunity move,train
1,picker,train
0,mundane,train
0,shipping receiving,train
1,good great,train
1,ton opportunity,train
0,horrible,train
0,fulfillment center,train
0,okay first icqa sucked,train
1,good,train
0,promotion,train
1,best company ever worked,train
1,fufillment associate,train
0,another retailerthat shove hype throat day one,train
0,discriminate older employee,train
0,specialist,train
0,picker,train
1,sale,train
0,entitlement micromanagement,train
1,awesome place work right team,train
0,lot work zero reward,train
0,senior product manager,train
0,marketing tragedy organizational mayhem,train
0,look elsewhere want career development option,train
1,ux designer,train
0,filfullment associate,train
0,great product work life balance,train
1,challenging satisfying,train
0,warehouse,train
1,amazon c ireland,train
0,love team hate corporate,train
1,best worst,train
0,sdet ii,train
1,great place learn,train
0,amazon smart home service,train
0,culture undervalues collaboration,train
1,corporate operation engineer,train
1,challenging fast paced,train
0,pay attention newscast story company growing leap bound,train
1,great experience,train
0,recommended,train
1,great experience,train
1,people inspiring work interesting le interesting,train
1,large diverse good make,train
0,product advisor retail store,train
1,everything neutral company,train
1,software development engineer,train
0,non inventory receiver,train
1,applecare advisor,train
1,worklife balance tricky,train
1,great innovative culture,train
0,definitely everyone,train
0,obviously world leader multiple technological area corporate culture issue challenging future,train
0,slow run till laid back informal environment,train
1,amazon carteret,train
0,picker,train
0,miss apple,train
1,package handler,train
1,eh,train
0,great place join ready field independent mothership tenuous,train
0,pleasant time,train
1,love job,train
1,best company work,train
1,machine learning scientist intern,train
0,place good,train
0,disappointment,train
0,testing,train
0,waste talent microsoft,train
1,awesome company work,train
1,great company,train
1,great place work,train
0,review,train
1,favorite employer,train
1,cloud support engineer,train
1,review,train
0,great money abusive work culture,train
0,company really going downhill,train
1,product manager,train
1,creative,train
1,great company success,train
0,enjoyed early day disappointed lack leadership dreaded micromanagement,train
0,another ibrick iwall,train
0,customer obsessed employee unfriendly company,train
1,tier 2 support,train
1,bad employee,train
0,good pay work life balance,train
1,great company work,train
0,company making change better still lot,train
1,employee oriented company,train
0,soul sucking place work,train
0,stay away,train
1,great work experience amazon,train
0,working amazon review,train
0,micro management,train
0,ehs specialist,train
0,help desk specialist,train
1,exciting place,train
1,great company work,train
1,great,train
1,good time,train
0,good year,train
0,ssp,train
1,overall pretty good place really great people,train
0,poor management unclear objective,train
0,build resume get kill,train
0,customer first employee last,train
1,great,train
0,decent company poor pay depending,train
1,learn lot,train
0,software engineer ii,train
0,worth,train
0,learn lot young overall happy place,train
1,brilliant colleague,train
1,work life balance,train
0,product zone specialist,train
0,janitor,train
0,aha college program,train
0,wechsel festanstellung wird oft versprochen und nicht eingehalten,train
1,everyone,train
0,join trm love drug,train
1,overall good company success depends working right manager gaining respect others,train
